"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1844792632402153978","Fri Oct 11 21:33:29 +0000 2024","9","@kanalcasn @unmagnetism Bola mati trs gara2 bahrain sm wasit sama2 kek jembot","1844853856842457566","","kanalcasn","in","East Java, Indonesia","0","0","0","https://x.com/losingmaself_/status/1844853856842457566","1030687065770348544","losingmaself_"
"1844663298001649895","Fri Oct 11 21:33:11 +0000 2024","0","@VI_nl wasit kontol wasit kontol","1844853778056696121","","VI_nl","in","Taiwan","0","0","0","https://x.com/xxxaryadi/status/1844853778056696121","1686132698337984512","xxxaryadi"
"1844449741414990032","Fri Oct 11 21:22:47 +0000 2024","0","@Iranto2010531 Jelas pengaruh besar demo ini.. krn Indonesia vs China akan dipimpun wasit asal Bahrain","1844851163398889921","","Iranto2010531","in","","0","0","0","https://x.com/XBareng/status/1844851163398889921","1104146746081370112","XBareng"
"1844708455925637489","Fri Oct 11 21:22:42 +0000 2024","0","@ekow3943 @strootsys ya udh kalo ngikut logikamu brrto skg org2 yg protes kecurangan wasit kemarin adl org yg sakit hati gitu??","1844851141303230962","","ekow3943","in","Indonesia","0","0","0","https://x.com/Anjanifaa/status/1844851141303230962","1682699985207595008","Anjanifaa"
"1844851057920540860","Fri Oct 11 21:22:22 +0000 2024","1"," Mey Bee --- SMA 70 Jumat 6 SD Kebangun Tidur Ahmed Al Kaf FIFA Haram Wasit Botak https://t.co/XtVcnxqeI1","1844851057920540860","https://pbs.twimg.com/media/GZo6QhUagAACS0P.jpg","","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/penyedapTL/status/1844851057920540860","3493398012","penyedapTL"
"1844611418529870276","Fri Oct 11 21:20:22 +0000 2024","0","@AbelNoverda Wasit kontol","1844850554255880287","","AbelNoverda","in","Jayapura, Papua","0","1","0","https://x.com/alieffrmdhn/status/1844850554255880287","1539046568875425792","alieffrmdhn"
"1844583355330986000","Fri Oct 11 21:17:07 +0000 2024","0","@ainurohman Parah banget wasit var nya pun terlibat skandal ","1844849736286953972","","ainurohman","in","Milano, Lombardia","0","0","0","https://x.com/shevaa__/status/1844849736286953972","221728562","shevaa__"
"1844849499531084084","Fri Oct 11 21:16:10 +0000 2024","0","Wasit anjiiiiiiiiiinggg","1844849499531084084","","","in","","0","0","0","https://x.com/ffrzwn/status/1844849499531084084","1682234628986527744","ffrzwn"
"1844666623808110721","Fri Oct 11 21:16:06 +0000 2024","0","@idextratime indonesia sbg salah satu negara dgn peminat bola terbesar di dunia tapi kenapa jarang ada wasit dari indonesia yg memimpin pertandingan sekelas piala dunia..?","1844849481604632644","","idextratime","in","","0","0","0","https://x.com/PallakaGO/status/1844849481604632644","957997845595893760","PallakaGO"
"1844767297229238310","Fri Oct 11 21:14:51 +0000 2024","0","@unmagnetism coba kalo ada game siksa neraka simulator un habis itu wasit","1844849165471547724","","unmagnetism","in","Solo","0","0","0","https://x.com/ryuJmoon/status/1844849165471547724","500605535","ryuJmoon"
"1844848951385825783","Fri Oct 11 21:14:00 +0000 2024","0","BERITA BOLA SINGA Media Malaysia: 3 Poin Timnas Indonesia Dirampok Wasit WhatsApp : +62 831-0184-9549 OFFICIAL BOLA SINGA https://t.co/67F58MPmR3","1844848951385825783","https://pbs.twimg.com/media/GZo4Tf6a8AA32jJ.jpg","","in","","0","0","0","https://x.com/BolasingaNew/status/1844848951385825783","1584810232756436993","BolasingaNew"
"1844441951812350415","Fri Oct 11 21:12:54 +0000 2024","0","@ErwinRockerkids @idextratime nonton full nya ga mas? atau nonton lewat highlight doang? kalo nonton full harusnya tau penyebab Indo ga menang itu pure karena ketidak profesionalan wasit di laga tersebut","1844848674058494392","","ErwinRockerkids","in","","0","0","0","https://x.com/prevgallagher/status/1844848674058494392","1325030196240556032","prevgallagher"
"1844848032191500463","Fri Oct 11 21:11:29 +0000 2024","0","@Txtmlbb nentod masih keinget wasit bobi ","1844848319572607209","","Txtmlbb","in","","0","0","0","https://x.com/istgrp/status/1844848319572607209","453986491","istgrp"
"1844754440244363720","Fri Oct 11 21:10:48 +0000 2024","0","@wintertofalll @mydarwinunez @kikysptwn Gua pendukung Persib lihat balasan2 komen gua mengenai kecurangan wasit di Bahrain. Jadi loe jangn asal bunyi. Kalau loe ga suka pendapat pribadi seseorang.fokus saja ke pribadinya. @utdfocusid @Indostransfer","1844848146452709478","","wintertofalll","in","","0","0","0","https://x.com/AriefElkar80781/status/1844848146452709478","1824737803231711233","AriefElkar80781"
"1844666623808110721","Fri Oct 11 21:10:28 +0000 2024","0","@idextratime YANG DIPILIH OLEH FIFA JADI WASIT DARI TIMUR TENGAH EMANG SENGAJA ARAB BAHLUL YANG NGGA JUJUR &amp; TUKANG NGIBUL YANG NGGA LULUS TES KEBOHONGAN. AGAR BISA JADI OPERATOR DI LAPANGAN BUAT KERJASAMA ATUR SKOR.","1844848061220290914","","idextratime","in","","0","0","0","https://x.com/AdhinkFadillah/status/1844848061220290914","1539055580249083905","AdhinkFadillah"
"1844847781644828934","Fri Oct 11 21:09:21 +0000 2024","1","gak bisa tidur lagi malam ini gara-gara teringat gol haram dari wasit taik Indonesia got robbed","1844847781644828934","","","in","Indonesia","0","0","0","https://x.com/RajaAhlulQausar/status/1844847781644828934","1395611601621774338","RajaAhlulQausar"
"1844646344117367148","Fri Oct 11 21:08:32 +0000 2024","0","@TrollFootball Bila perlu buang wasit botak ke kandang macan buat santapan macan","1844847574475563069","","TrollFootball","in","","0","0","0","https://x.com/MomonSiji45410/status/1844847574475563069","1787944038601293824","MomonSiji45410"
"1844846992188727766","Fri Oct 11 21:06:13 +0000 2024","0","Bagi nomer wasit botak kntol","1844846992188727766","","","in","","0","0","0","https://x.com/yudhacannavaaro/status/1844846992188727766","370071316","yudhacannavaaro"
"1844445768754835498","Fri Oct 11 21:06:00 +0000 2024","0","@dikyramaa_ Wasit bojing Botak anjing https://t.co/ejtx3PeQKK","1844846939311083602","https://pbs.twimg.com/tweet_video_thumb/GZo2gjGa4AA-jew.jpg","dikyramaa_","in","East Java, Indonesia","0","0","0","https://x.com/SEPTIAN81X/status/1844846939311083602","3884560762","SEPTIAN81X"
"1844846827704844312","Fri Oct 11 21:05:33 +0000 2024","1","#AlKaf kamu salah pilih musuh kamu sedang cari musuh dgn Netizen 62+ Apakah @FIFAWorldCup sdh bangkrut? Wasit #AlKaf dibiarin cari duit sampingan dgn jualan waktu tambahan #fairplay bukan buat buat 62+ kepemimpinan wasit yg menjijikkan","1844846827704844312","","","in","Indonesia","0","0","1","https://x.com/HendroBatuayau/status/1844846827704844312","2288275140","HendroBatuayau"
"1844546477290565648","Fri Oct 11 21:04:06 +0000 2024","0","@unmagnetism Kalilua tolol wasit tolol botak kntl","1844846460157784245","","unmagnetism","in","00L","0","0","0","https://x.com/jjkqrn/status/1844846460157784245","1145181854221254657","jjkqrn"
"1844845185051824590","Fri Oct 11 21:01:37 +0000 2024","0","Ada saran dari netizen Jepang. Jadi mereka bilang welcome to the club! Mereka sering dibully sama wasit jg. Cara terbaiknya adalah memperbaiki performa kita. Pokoknya gawang harus selalu dijaga tuh jangan dibiarin sendirian si Mas Paes. Semangat🇲🇨 https://t.co/UyTNZ0GBMz","1844845834049040721","","ImaginarySteady","in","Jakarta, Indonesia","0","0","0","https://x.com/ImaginarySteady/status/1844845834049040721","2556873745","ImaginarySteady"
"1844843342028472345","Fri Oct 11 21:00:45 +0000 2024","0","@OposisiCerdas Panitia Pildun 2026 yg menunjuk Wasit koplak ini juga harus ikut bertanggung jawab","1844845618403197373","","OposisiCerdas","in","","0","0","0","https://x.com/Budionotaslim3/status/1844845618403197373","1395713255637585923","Budionotaslim3"
"1844442537915974093","Fri Oct 11 21:00:24 +0000 2024","0","@popoharyadi @NOTASLIMBOY Lah biasa terjadi trus hrus dinormalkan gitu bang? Kmaren2 kalah lawan iraq juga kita legowo2 aja kok walaupun emng ada juga yg nyalahin wasit tapi endingnya kita terima aja karna emng klah kualitas dan pemain iraq main nya juga sportif beda sama match lawan Bahrain kmaren","1844845531685937284","","popoharyadi","in","","0","0","0","https://x.com/xxrzkynoxx/status/1844845531685937284","1140971717709328385","xxrzkynoxx"
"1844845312302874743","Fri Oct 11 20:59:32 +0000 2024","1","Info Lebih lanjut Hubungi Official BUMI4D ️ Whatsapp : 0821-6897-9184 ️ Instagram : bumi_4d ️ Twitter : @bumi__4d ️ Facebook : bumi4dofficial2 #BUMI4D SMA 70 Sandra Dewi Haram Tidur WAR IS OVER Jumat Botak 6 SD Arab FIFA wasit https://t.co/leao1hGhPr","1844845312302874743","https://pbs.twimg.com/media/GZo0zDNbIAAUJKn.jpg","","in","indonesia","0","1","0","https://x.com/bumi__4D/status/1844845312302874743","1808596331554033665","bumi__4D"
"1844728370279444740","Fri Oct 11 20:59:27 +0000 2024","0","@afcasiancup @qatarairways Wasit anjing","1844845288726638991","","afcasiancup","in","Yogyakarta, Indonesia","0","0","0","https://x.com/dumham_sam666/status/1844845288726638991","727713961282572289","dumham_sam666"
"1844571021648802077","Fri Oct 11 20:56:18 +0000 2024","0","@kegblgnunfaedh Bang jer kasih hidden skill lu lah sama tuh wasit","1844844499492847925","","kegblgnunfaedh","in","","0","0","0","https://x.com/maxiema_aj/status/1844844499492847925","1711583947573067776","maxiema_aj"
"1844844378290102559","Fri Oct 11 20:55:49 +0000 2024","4","Hijab cantik bikin video buat ayang https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw SMA 70 haram sandra dewi wasit jumat malam timnas skor peringkat #doodstreamviral sabtu oktober https://t.co/3o99D5ZRyZ","1844844378290102559","https://pbs.twimg.com/media/GZo0LPbbkAAeLDH.jpg","","in","","0","1","1","https://x.com/RynBee88668/status/1844844378290102559","1642321911614181381","RynBee88668"
"1844713244788961599","Fri Oct 11 20:54:42 +0000 2024","0","@ruangtaktik Nahh harusnya tuh peluit dibunyinn pas bola dibuang pemain Indonesia. Dasar wasit goblog","1844844094813786537","","ruangtaktik","in","Jakarta","0","0","0","https://x.com/yulianto_fredi/status/1844844094813786537","371649064","yulianto_fredi"
"1844712063702380942","Fri Oct 11 20:53:04 +0000 2024","5","@teessaurus Wasit #AlKaf benar2 BOBI (Botak Biadab) ","1844843686078857241","","teessaurus","in","Indonesia","0","0","2","https://x.com/HendroBatuayau/status/1844843686078857241","2288275140","HendroBatuayau"
"1844843645645807675","Fri Oct 11 20:52:55 +0000 2024","0","sabtu pagii welcome back seunghan wasit afc mafia fifa https://t.co/UDMTgbsgP0 https://t.co/TNPgYOhTl0","1844843645645807675","https://pbs.twimg.com/media/GZozg7QaUAA6-Du.jpg","","in","Indonesia","0","0","0","https://x.com/EzwinGaming/status/1844843645645807675","1836403979502424064","EzwinGaming"
"1844843342028472345","Fri Oct 11 20:51:42 +0000 2024","14","Wasit Ahmed Al Kaf: Saya Cuma Sopir Sebelumnya Jadi Beban Keluarga 12 Tahun https://t.co/8iyn89LzHI","1844843342028472345","","","in","","0","1","13","https://x.com/OposisiCerdas/status/1844843342028472345","887743587579944960","OposisiCerdas"
"1844571021648802077","Fri Oct 11 20:50:32 +0000 2024","1","@kegblgnunfaedh Bsk coba nte selfie sama wasit/lawan tim Indonesia semoga aja manjur","1844843048234328137","","kegblgnunfaedh","in","Banyumas, Jawa Tengah","0","0","0","https://x.com/Adhmzmz/status/1844843048234328137","1584356036059705344","Adhmzmz"
"1844843026474275260","Fri Oct 11 20:50:27 +0000 2024","1","Akeh le kaget tentang wasit dalam dunia sepakbola mergo nonton timnas.","1844843026474275260","","","in","PSIM UNITES US ALL","0","0","0","https://x.com/ekotw29_/status/1844843026474275260","1549833026","ekotw29_"
"1844842988733911445","Fri Oct 11 20:50:18 +0000 2024","0","selesai sudah itu wasit","1844842988733911445","","","in","Bogor Barat, Indonesia","0","0","0","https://x.com/RakaPradika_/status/1844842988733911445","536362439","RakaPradika_"
"1844842426973970935","Fri Oct 11 20:48:46 +0000 2024","0","pdhl he is literally their captain and he speaks up for the team . malah yellow kocak bener wasit di dunia ini meskipun ada rambutnya ga gundul","1844842601750597730","","hossorii","in","","0","0","0","https://x.com/hossorii/status/1844842601750597730","2430236408","hossorii"
"1844534936973476102","Fri Oct 11 20:48:25 +0000 2024","0","@fajarnugros dah jelas kan siapa orang yg senang indonesia di curangi wasit dan smpai g jdi menang","1844842512248390032","","fajarnugros","in","","0","0","0","https://x.com/Baysmilanello/status/1844842512248390032","1784174884765282304","Baysmilanello"
"1844842426973970935","Fri Oct 11 20:48:04 +0000 2024","0","yellow card pertama jg kocak wasit baper bgt lolllll","1844842426973970935","","","in","","0","1","0","https://x.com/hossorii/status/1844842426973970935","2430236408","hossorii"
"1844586007217525124","Fri Oct 11 20:47:04 +0000 2024","0","@unmagnetism Ga jaminan juga pake wasit kafir un tuh anthony taylor contoh nya","1844842175890325548","","unmagnetism","in","","0","0","0","https://x.com/xxrzkynoxx/status/1844842175890325548","1140971717709328385","xxrzkynoxx"
"1844716215677452357","Fri Oct 11 20:46:59 +0000 2024","0","@MamatAlkatiri Slesai tuh wasit","1844842154663067853","","MamatAlkatiri","in","East Java, Indonesia","0","0","0","https://x.com/DjengYah31554/status/1844842154663067853","1811419216618364928","DjengYah31554"
"1844583355330986000","Fri Oct 11 20:46:51 +0000 2024","0","@ainurohman Wasit model begini sikat lah","1844842121595134001","","ainurohman","in","","0","0","0","https://x.com/Abangaep13/status/1844842121595134001","1607872743961399296","Abangaep13"
"1844543383244832920","Fri Oct 11 20:46:20 +0000 2024","1","@Slot4ma @alggzndr @unmagnetism Jelas gak nonton kalau nonyon ya tahu perbedaan kalah dgn imbang dan pasti paham gimana peran wasit","1844841990745469387","","Slot4ma","in","","0","0","0","https://x.com/toat_solikhin/status/1844841990745469387","1537529970020405248","toat_solikhin"
"1844447997511467105","Fri Oct 11 20:45:31 +0000 2024","0","@kegblgnunfaedh ini wasit nya pasti fans persib","1844841783928439275","","kegblgnunfaedh","in","","0","0","0","https://x.com/NaufalAuli84409/status/1844841783928439275","1692541155932790784","NaufalAuli84409"
"1844440088832573950","Fri Oct 11 20:45:16 +0000 2024","0","@my_supersoccer Wasit keji dan menjijikan","1844841721454366837","","my_supersoccer","in","","0","0","0","https://x.com/dodywillyant/status/1844841721454366837","1769486797988651008","dodywillyant"
"1844610557741236553","Fri Oct 11 20:44:57 +0000 2024","1","@kegblgnunfaedh Dari wasit ini kita belajar bahwa WAKTU ADALAH UANG JIKA MAU UANG MAKA PERPANJANGLAH WAKTU -Ahmed al kaf-","1844841642819535105","","kegblgnunfaedh","in","","0","0","0","https://x.com/Monoside2020/status/1844841642819535105","1153607633128972288","Monoside2020"
"1844841493342880077","Fri Oct 11 20:44:22 +0000 2024","0","Wasit Bahrain vs Indonesia menambah waktu ET 3mnt warga Indonesia murka seluruhnya. Si botak gatau kalo warga Indonesia seneng nya pengurangan. Contohnya seperti pengurangan usia mungkinnn. SEBAB ITULAH PENGADIL HARU ADIL!!!! #AFC_MAFIA #fufufafa","1844841493342880077","","","in","","0","0","0","https://x.com/mandiassss/status/1844841493342880077","1433784009692049411","mandiassss"
"1844840986448720246","Fri Oct 11 20:44:06 +0000 2024","0","itu momennya persis bgt kyk witan kmrn tp ttp aja peluit ditiup di menit ke empat pas?!?!???!? gk kyk wasit gundul asu yg malah nambah2in anjriiittt","1844841429648183554","","hossorii","in","","0","0","0","https://x.com/hossorii/status/1844841429648183554","2430236408","hossorii"
"1844841233287655538","Fri Oct 11 20:43:20 +0000 2024","46","apakah tau kalo harusnya indonesia tetep bisa menang kalo bisa kill the game? tau terus kenapa marah marah ke wasit? ya emang pingin marah aja. daripada membohongi diri sendiri belagak bijak. banyak keputusannya jika dilihat di pertandingan terasa memihak","1844841233287655538","","","in","Tambun, Indonesia","0","2","11","https://x.com/ariyadifebri/status/1844841233287655538","97874468","ariyadifebri"
"1844447354642104737","Fri Oct 11 20:42:27 +0000 2024","0","@wibutanggung @Mrbarong88 @LaLigaLocaID Itu wasit yang diruang VAR antara udah dibayar atau di kepala mereka udh ditodong pistol","1844841014114320694","","wibutanggung","in","INDONESIA","0","0","0","https://x.com/austerlitz_T/status/1844841014114320694","1143029555533213696","austerlitz_T"
"1844841007256617024","Fri Oct 11 20:42:26 +0000 2024","0","bener banget bang may wasit nya goblok @wasitgoblok @BahrainCPnews https://t.co/DSVm7w9Faa","1844841007256617024","https://pbs.twimg.com/ext_tw_video_thumb/1844833164818305024/pu/img/OGHFtpB3XXudlHIx.jpg","","in","jakarta,indonesia","0","0","0","https://x.com/xeraphym14/status/1844841007256617024","1827650106176487424","xeraphym14"
"1844840933508153353","Fri Oct 11 20:42:08 +0000 2024","8","Setelah Video Erin Bugis di mobil brio dan guru dan murid di gorontalo pelajar demak kini viral ibu dan anak di kuningan inses Scandal Paula Baim Wasit Botak Haram https://t.co/zHn9atkXUJ https://t.co/NED9Epqubd https://t.co/qcJpZOIV74 https://t.co/d5J3IKzyun https://t.co/ik6VRwVk45","1844840933508153353","https://pbs.twimg.com/media/GZoxDLFbwAArSpj.jpg","","in","","0","3","3","https://x.com/Main_Cini/status/1844840933508153353","1832070794345897984","Main_Cini"
"1844564096852881423","Fri Oct 11 20:41:48 +0000 2024","2","@idextratime Protes cuman wasit kenan sanksi 5 tahun ga cukup cabut lisensinya! + kurangin poin bahrain kurangin 3 biar sadar!","1844840848862929141","","idextratime","in","","0","0","0","https://x.com/dhkrmdhns/status/1844840848862929141","150920480","dhkrmdhns"
"1844542073338462384","Fri Oct 11 20:40:20 +0000 2024","0","@utdabout Mungkin wasit ini perlu bertemu dengan Pemain Sulteng","1844840481001537789","","utdabout","in","Indonesia","0","0","0","https://x.com/iwiw_iwink/status/1844840481001537789","2741460247","iwiw_iwink"
"1844840167527575645","Fri Oct 11 20:39:06 +0000 2024","1","protes wasit ke fifa dibalas fun football","1844840167527575645","","","in","","0","0","0","https://x.com/jojofleurs/status/1844840167527575645","1223534279843467264","jojofleurs"
"1844769666415177744","Fri Oct 11 20:37:54 +0000 2024","1","@MuhadklyAcho @PartaiSocmed Kira kira ada apa ya dengan komika itu yang bilang haha juga @NOTASLIMBOY . Apa iya beneran gak tau timnas main? temen2 yang main agak laen pada Tweet kecewa dicurangi wasit yang lagi TT juga soal timnas kemarin https://t.co/TCkIvdTrC9","1844839869023228227","https://pbs.twimg.com/media/GZovN1DbgAA2rvt.jpg","MuhadklyAcho","in","Surabaya - Trenggalek","0","0","0","https://x.com/SAEPendik/status/1844839869023228227","1086603979","SAEPendik"
"1844839746331394492","Fri Oct 11 20:37:25 +0000 2024","1","Media China Bersyukur Timnas Indonesia Dirugikan Wasit saat Lawan Bahrain: Kita Harus Berterima Kasih! https://t.co/L4SAKAoJR5","1844839746331394492","https://pbs.twimg.com/media/GZov9UWacAAp5al.jpg","","in","","0","0","0","https://x.com/SimasBola/status/1844839746331394492","1365659571893669889","SimasBola"
"1844839707466957059","Fri Oct 11 20:37:16 +0000 2024","1","padahal ada orang orang yang ga ngikutin bola indo gatau ada bola baru tau pas besok paginya rame rame garagara wasit kayak gua ","1844839707466957059","","","in","Tangerang","0","0","0","https://x.com/udukkrispi/status/1844839707466957059","291517692","udukkrispi"
"1844595739126878616","Fri Oct 11 20:36:26 +0000 2024","0","@FT_IDN Wasit Bahlul","1844839499534336165","","FT_IDN","in","Indonesia","0","0","0","https://x.com/Novaria123/status/1844839499534336165","319339618","Novaria123"
"1844668476784595254","Fri Oct 11 20:36:10 +0000 2024","0","@FaktaSepakbola Wasit asia timur atau wasit eropa kayaknya memang lebih profesional &amp; punya dedikasi tinggi sama profesinya.","1844839429527216531","","FaktaSepakbola","in","","0","0","0","https://x.com/IndonesiaF56951/status/1844839429527216531","1707350107551944704","IndonesiaF56951"
"1844675075607576859","Fri Oct 11 20:35:23 +0000 2024","0","@tanyakanrl Ywdh lah terserah mau klaim apa aja lah dia wasit kemaren juga klaim sekalian","1844839232252371176","","tanyakanrl","in","Tanah Abang, Indonesia","0","0","0","https://x.com/agusira81696952/status/1844839232252371176","829593707095601152","agusira81696952"
"1844839122680373417","Fri Oct 11 20:34:56 +0000 2024","0","Disini harusnya posisi kita sudah menang gaisss karna gara gara siwasit botak ituu harusnya waktu sudah selesai malah dilanjutkan sampai gol lagi. curang wasitnya ketahuan banget dibayar tu wasit yaa.. #bahrainvsindonesia #LIGA188 #AFCMafia https://t.co/VU5KjyMAIk","1844839122680373417","https://pbs.twimg.com/ext_tw_video_thumb/1844838295555170304/pu/img/viyoKjkENX7Yeosy.jpg","","in","","0","0","0","https://x.com/darahdingi35212/status/1844839122680373417","1818526943509463042","darahdingi35212"
